中文名,adcode,citycode,adcode_first,adcode_second,adcode_third
嘉荫县,230722,0458,23,07,22
汤旺县,230723,0458,23,07,23
丰林县,230724,0458,23,07,24
大箐山县,230725,0458,23,07,25
南岔县,230726,0458,23,07,26
金林区,230751,0458,23,07,51
铁力市,230781,0458,23,07,81
佳木斯市,230800,0454,23,08,00
佳木斯市市辖区,230801,0454,23,08,01
向阳区,230803,0454,23,08,03
前进区,230804,0454,23,08,04
东风区,230805,0454,23,08,05
郊区,230811,0454,23,08,11
桦南县,230822,0454,23,08,22
桦川县,230826,0454,23,08,26
汤原县,230828,0454,23,08,28
同江市,230881,0454,23,08,81
富锦市,230882,0454,23,08,82
抚远市,230883,0454,23,08,83
七台河市,230900,0464,23,09,00
七台河市市辖区,230901,0464,23,09,01
新兴区,230902,0464,23,09,02
桃山区,230903,0464,23,09,03
茄子河区,230904,0464,23,09,04
勃利县,230921,0464,23,09,21
牡丹江市,231000,0453,23,10,00
牡丹江市市辖区,231001,0453,23,10,01
东安区,231002,0453,23,10,02
阳明区,231003,0453,23,10,03
爱民区,231004,0453,23,10,04
西安区,231005,0453,23,10,05
林口县,231025,0453,23,10,25
绥芬河市,231081,0453,23,10,81
海林市,231083,0453,23,10,83
宁安市,231084,0453,23,10,84
穆棱市,231085,0453,23,10,85
东宁市,231086,0453,23,10,86
黑河市,231100,0456,23,11,00
黑河市市辖区,231101,0456,23,11,01
爱辉区,231102,0456,23,11,02
嫩江市,231183,0456,23,11,83
逊克县,231123,0456,23,11,23
孙吴县,231124,0456,23,11,24
北安市,231181,0456,23,11,81
五大连池市,231182,0456,23,11,82
绥化市,231200,0455,23,12,00
绥化市市辖区,231201,0455,23,12,01
北林区,231202,0455,23,12,02
望奎县,231221,0455,23,12,21
兰西县,231222,0455,23,12,22
青冈县,231223,0455,23,12,23
庆安县,231224,0455,23,12,24
明水县,231225,0455,23,12,25
绥棱县,231226,0455,23,12,26
安达市,231281,0455,23,12,81
肇东市,231282,0455,23,12,82
海伦市,231283,0455,23,12,83
大兴安岭地区,232700,0457,23,27,00
加格达奇区,232718,0457,23,27,18
呼玛县,232721,0457,23,27,21
塔河县,232722,0457,23,27,22
漠河市,232701,0457,23,27,01
上海市,310000,021,31,00,00
上海市市辖区,310100,021,31,01,00
黄浦区,310101,021,31,01,01
徐汇区,310104,021,31,01,04
长宁区,310105,021,31,01,05
静安区,310106,021,31,01,06
普陀区,310107,021,31,01,07
虹口区,310109,021,31,01,09
杨浦区,310110,021,31,01,10
闵行区,310112,021,31,01,12
宝山区,310113,021,31,01,13
嘉定区,310114,021,31,01,14
浦东新区,310115,021,31,01,15
金山区,310116,021,31,01,16
松江区,310117,021,31,01,17
青浦区,310118,021,31,01,18
奉贤区,310120,021,31,01,20
崇明区,310151,021,31,01,51
江苏省,320000,,32,00,00
南京市,320100,025,32,01,00
南京市市辖区,320101,025,32,01,01
玄武区,320102,025,32,01,02
秦淮区,320104,025,32,01,04
建邺区,320105,025,32,01,05
鼓楼区,320106,025,32,01,06
浦口区,320111,025,32,01,11
栖霞区,320113,025,32,01,13
雨花台区,320114,025,32,01,14
江宁区,320115,025,32,01,15
六合区,320116,025,32,01,16
溧水区,320117,025,32,01,17
高淳区,320118,025,32,01,18
无锡市,320200,0510,32,02,00
无锡市市辖区,320201,0510,32,02,01
锡山区,320205,0510,32,02,05
惠山区,320206,0510,32,02,06
滨湖区,320211,0510,32,02,11
梁溪区,320213,0510,32,02,13
新吴区,320214,0510,32,02,14
江阴市,320281,0510,32,02,81
宜兴市,320282,0510,32,02,82
徐州市,320300,0516,32,03,00
徐州市市辖区,320301,0516,32,03,01
鼓楼区,320302,0516,32,03,02
云龙区,320303,0516,32,03,03
贾汪区,320305,0516,32,03,05
泉山区,320311,0516,32,03,11
铜山区,320312,0516,32,03,12
丰县,320321,0516,32,03,21
沛县,320322,0516,32,03,22
睢宁县,320324,0516,32,03,24
新沂市,320381,0516,32,03,81
邳州市,320382,0516,32,03,82
常州市,320400,0519,32,04,00
常州市市辖区,320401,0519,32,04,01
天宁区,320402,0519,32,04,02
钟楼区,320404,0519,32,04,04
新北区,320411,0519,32,04,11
武进区,320412,0519,32,04,12
金坛区,320413,0519,32,04,13
溧阳市,320481,0519,32,04,81
苏州市,320500,0512,32,05,00
苏州市市辖区,320501,0512,32,05,01
虎丘区,320505,0512,32,05,05
吴中区,320506,0512,32,05,06
相城区,320507,0512,32,05,07
姑苏区,320508,0512,32,05,08
吴江区,320509,0512,32,05,09
常熟市,320581,0512,32,05,81
张家港市,320582,0512,32,05,82
昆山市,320583,0512,32,05,83
太仓市,320585,0512,32,05,85
南通市,320600,0513,32,06,00
南通市市辖区,320601,0513,32,06,01
崇川区,320602,0513,32,06,02
通州区,320612,0513,32,06,12
海安市,320685,0513,32,06,85
如东县,320623,0513,32,06,23
启东市,320681,0513,32,06,81
如皋市,320682,0513,32,06,82
海门区,320684,0513,32,06,84
连云港市,320700,0518,32,07,00
连云港市市辖区,320701,0518,32,07,01
连云区,320703,0518,32,07,03
海州区,320706,0518,32,07,06
赣榆区,320707,0518,32,07,07
东海县,320722,0518,32,07,22
灌云县,320723,0518,32,07,23
灌南县,320724,0518,32,07,24
淮安市,320800,0517,32,08,00
淮安市市辖区,320801,0517,32,08,01
淮安区,320803,0517,32,08,03
淮阴区,320804,0517,32,08,04
清江浦区,320812,0517,32,08,12
洪泽区,320813,0517,32,08,13
涟水县,320826,0517,32,08,26
盱眙县,320830,0517,32,08,30
金湖县,320831,0517,32,08,31
盐城市,320900,0515,32,09,00
盐城市市辖区,320901,0515,32,09,01
亭湖区,320902,0515,32,09,02
盐都区,320903,0515,32,09,03
大丰区,320904,0515,32,09,04
响水县,320921,0515,32,09,21
滨海县,320922,0515,32,09,22
阜宁县,320923,0515,32,09,23
射阳县,320924,0515,32,09,24
建湖县,320925,0515,32,09,25
东台市,320981,0515,32,09,81
扬州市,321000,0514,32,10,00
扬州市市辖区,321001,0514,32,10,01
广陵区,321002,0514,32,10,02
邗江区,321003,0514,32,10,03
江都区,321012,0514,32,10,12
宝应县,321023,0514,32,10,23
仪征市,321081,0514,32,10,81
高邮市,321084,0514,32,10,84
镇江市,321100,0511,32,11,00
镇江市市辖区,321101,0511,32,11,01
京口区,321102,0511,32,11,02
润州区,321111,0511,32,11,11
丹徒区,321112,0511,32,11,12
丹阳市,321181,0511,32,11,81
扬中市,321182,0511,32,11,82
句容市,321183,0511,32,11,83
泰州市,321200,0523,32,12,00
泰州市市辖区,321201,0523,32,12,01
海陵区,321202,0523,32,12,02
高港区,321203,0523,32,12,03
姜堰区,321204,0523,32,12,04
兴化市,321281,0523,32,12,81
靖江市,321282,0523,32,12,82
泰兴市,321283,0523,32,12,83
宿迁市,321300,0527,32,13,00
宿迁市市辖区,321301,0527,32,13,01
宿城区,321302,0527,32,13,02
宿豫区,321311,0527,32,13,11
沭阳县,321322,0527,32,13,22
泗阳县,321323,0527,32,13,23
泗洪县,321324,0527,32,13,24
浙江省,330000,,33,00,00
杭州市,330100,0571,33,01,00
杭州市市辖区,330101,0571,33,01,01
上城区,330102,0571,33,01,02
下城区,330103,0571,33,01,03
江干区,330104,0571,33,01,04
拱墅区,330105,0571,33,01,05
西湖区,330106,0571,33,01,06
滨江区,330108,0571,33,01,08
萧山区,330109,0571,33,01,09
余杭区,330110,0571,33,01,10
富阳区,330111,0571,33,01,11
临安区,330112,0571,33,01,12
桐庐县,330122,0571,33,01,22
淳安县,330127,0571,33,01,27
建德市,330182,0571,33,01,82
宁波市,330200,0574,33,02,00
宁波市市辖区,330201,0574,33,02,01
海曙区,330203,0574,33,02,03
江北区,330205,0574,33,02,05
北仑区,330206,0574,33,02,06
镇海区,330211,0574,33,02,11
鄞州区,330212,0574,33,02,12
奉化区,330213,0574,33,02,13
象山县,330225,0574,33,02,25
宁海县,330226,0574,33,02,26
余姚市,330281,0574,33,02,81
慈溪市,330282,0574,33,02,82
温州市,330300,0577,33,03,00
温州市市辖区,330301,0577,33,03,01
鹿城区,330302,0577,33,03,02
龙湾区,330303,0577,33,03,03
瓯海区,330304,0577,33,03,04
洞头区,330305,0577,33,03,05
永嘉县,330324,0577,33,03,24
平阳县,330326,0577,33,03,26
苍南县,330327,0577,33,03,27
文成县,330328,0577,33,03,28
泰顺县,330329,0577,33,03,29
瑞安市,330381,0577,33,03,81
乐清市,330382,0577,33,03,82
龙港市,330383,0577,33,03,83
嘉兴市,330400,0573,33,04,00
嘉兴市市辖区,330401,0573,33,04,01
南湖区,330402,0573,33,04,02
秀洲区,330411,0573,33,04,11
嘉善县,330421,0573,33,04,21
海盐县,330424,0573,33,04,24
海宁市,330481,0573,33,04,81
平湖市,330482,0573,33,04,82
桐乡市,330483,0573,33,04,83
湖州市,330500,0572,33,05,00
湖州市市辖区,330501,0572,33,05,01
吴兴区,330502,0572,33,05,02
南浔区,330503,0572,33,05,03
德清县,330521,0572,33,05,21
长兴县,330522,0572,33,05,22
安吉县,330523,0572,33,05,23
绍兴市,330600,0575,33,06,00
绍兴市市辖区,330601,0575,33,06,01
越城区,330602,0575,33,06,02
柯桥区,330603,0575,33,06,03
上虞区,330604,0575,33,06,04
新昌县,330624,0575,33,06,24
诸暨市,330681,0575,33,06,81
嵊州市,330683,0575,33,06,83
金华市,330700,0579,33,07,00
金华市市辖区,330701,0579,33,07,01
婺城区,330702,0579,33,07,02
金东区,330703,0579,33,07,03
武义县,330723,0579,33,07,23
浦江县,330726,0579,33,07,26
磐安县,330727,0579,33,07,27
兰溪市,330781,0579,33,07,81
义乌市,330782,0579,33,07,82
东阳市,330783,0579,33,07,83
永康市,330784,0579,33,07,84
衢州市,330800,0570,33,08,00
衢州市市辖区,330801,0570,33,08,01
柯城区,330802,0570,33,08,02
衢江区,330803,0570,33,08,03
常山县,330822,0570,33,08,22
开化县,330824,0570,33,08,24
龙游县,330825,0570,33,08,25
江山市,330881,0570,33,08,81
舟山市,330900,0580,33,09,00
舟山市市辖区,330901,0580,33,09,01
定海区,330902,0580,33,09,02
普陀区,330903,0580,33,09,03
岱山县,330921,0580,33,09,21
嵊泗县,330922,0580,33,09,22
台州市,331000,0576,33,10,00
台州市市辖区,331001,0576,33,10,01
椒江区,331002,0576,33,10,02
黄岩区,331003,0576,33,10,03
路桥区,331004,0576,33,10,04
三门县,331022,0576,33,10,22
天台县,331023,0576,33,10,23
仙居县,331024,0576,33,10,24
温岭市,331081,0576,33,10,81
临海市,331082,0576,33,10,82
玉环市,331083,0576,33,10,83
丽水市,331100,0578,33,11,00
丽水市市辖区,331101,0578,33,11,01
莲都区,331102,0578,33,11,02
青田县,331121,0578,33,11,21
缙云县,331122,0578,33,11,22
遂昌县,331123,0578,33,11,23
松阳县,331124,0578,33,11,24
云和县,331125,0578,33,11,25
庆元县,331126,0578,33,11,26
景宁畲族自治县,331127,0578,33,11,27
龙泉市,331181,0578,33,11,81
安徽省,340000,,34,00,00
合肥市,340100,0551,34,01,00
合肥市市辖区,340101,0551,34,01,01
瑶海区,340102,0551,34,01,02
庐阳区,340103,0551,34,01,03
蜀山区,340104,0551,34,01,04
包河区,340111,0551,34,01,11
长丰县,340121,0551,34,01,21
肥东县,340122,0551,34,01,22
肥西县,340123,0551,34,01,23
庐江县,340124,0551,34,01,24
巢湖市,340181,0551,34,01,81
芜湖市,340200,0553,34,02,00
芜湖市市辖区,340201,0553,34,02,01
镜湖区,340202,0553,34,02,02
弋江区,340203,0553,34,02,03
鸠江区,340207,0553,34,02,07
湾沚区,340221,0553,34,02,21
繁昌区,340222,0553,34,02,22
南陵县,340223,0553,34,02,23
无为市,340281,0553,34,02,81
蚌埠市,340300,0552,34,03,00
蚌埠市市辖区,340301,0552,34,03,01
龙子湖区,340302,0552,34,03,02
蚌山区,340303,0552,34,03,03
禹会区,340304,0552,34,03,04
淮上区,340311,0552,34,03,11
怀远县,340321,0552,34,03,21
五河县,340322,0552,34,03,22
固镇县,340323,0552,34,03,23
淮南市,340400,0554,34,04,00
淮南市市辖区,340401,0554,34,04,01
大通区,340402,0554,34,04,02
田家庵区,340403,0554,34,04,03
谢家集区,340404,0554,34,04,04
八公山区,340405,0554,34,04,05
潘集区,340406,0554,34,04,06
凤台县,340421,0554,34,04,21
寿县,340422,0554,34,04,22
马鞍山市,340500,0555,34,05,00
马鞍山市市辖区,340501,0555,34,05,01
花山区,340503,0555,34,05,03
雨山区,340504,0555,34,05,04
博望区,340506,0555,34,05,06
当涂县,340521,0555,34,05,21
含山县,340522,0555,34,05,22
和县,340523,0555,34,05,23
淮北市,340600,0561,34,06,00
淮北市市辖区,340601,0561,34,06,01
杜集区,340602,0561,34,06,02
相山区,340603,0561,34,06,03
烈山区,340604,0561,34,06,04
濉溪县,340621,0561,34,06,21
铜陵市,340700,0562,34,07,00
铜陵市市辖区,340701,0562,34,07,01
铜官区,340705,0562,34,07,05
义安区,340706,0562,34,07,06
郊区,340711,0562,34,07,11
枞阳县,340722,0562,34,07,22
安庆市,340800,0556,34,08,00
安庆市市辖区,340801,0556,34,08,01
迎江区,340802,0556,34,08,02
大观区,340803,0556,34,08,03
宜秀区,340811,0556,34,08,11
怀宁县,340822,0556,34,08,22
潜山市,340882,0556,34,08,82
太湖县,340825,0556,34,08,25
宿松县,340826,0556,34,08,26
望江县,340827,0556,34,08,27
岳西县,340828,0556,34,08,28
桐城市,340881,0556,34,08,81
黄山市,341000,0559,34,10,00
黄山市市辖区,341001,0559,34,10,01
屯溪区,341002,0559,34,10,02
黄山区,341003,0559,34,10,03
徽州区,341004,0559,34,10,04
歙县,341021,0559,34,10,21
休宁县,341022,0559,34,10,22
黟县,341023,0559,34,10,23
祁门县,341024,0559,34,10,24
滁州市,341100,0550,34,11,00
滁州市市辖区,341101,0550,34,11,01
琅琊区,341102,0550,34,11,02
南谯区,341103,0550,34,11,03
来安县,341122,0550,34,11,22
全椒县,341124,0550,34,11,24
定远县,341125,0550,34,11,25
凤阳县,341126,0550,34,11,26
天长市,341181,0550,34,11,81
明光市,341182,0550,34,11,82
阜阳市,341200,1558,34,12,00
阜阳市市辖区,341201,1558,34,12,01
颍州区,341202,1558,34,12,02
颍东区,341203,1558,34,12,03
颍泉区,341204,1558,34,12,04
临泉县,341221,1558,34,12,21
太和县,341222,1558,34,12,22
阜南县,341225,1558,34,12,25
颍上县,341226,1558,34,12,26
界首市,341282,1558,34,12,82
宿州市,341300,0557,34,13,00
宿州市市辖区,341301,0557,34,13,01
埇桥区,341302,0557,34,13,02
砀山县,341321,0557,34,13,21
萧县,341322,0557,34,13,22
灵璧县,341323,0557,34,13,23
泗县,341324,0557,34,13,24
六安市,341500,0564,34,15,00
六安市市辖区,341501,0564,34,15,01
金安区,341502,0564,34,15,02
裕安区,341503,0564,34,15,03
叶集区,341504,0564,34,15,04
霍邱县,341522,0564,34,15,22
舒城县,341523,0564,34,15,23
金寨县,341524,0564,34,15,24
霍山县,341525,0564,34,15,25
亳州市,341600,0558,34,16,00
亳州市市辖区,341601,0558,34,16,01
谯城区,341602,0558,34,16,02
涡阳县,341621,0558,34,16,21
蒙城县,341622,0558,34,16,22
利辛县,341623,0558,34,16,23
池州市,341700,0566,34,17,00
池州市市辖区,341701,0566,34,17,01
贵池区,341702,0566,34,17,02
东至县,341721,0566,34,17,21
石台县,341722,0566,34,17,22
青阳县,341723,0566,34,17,23
宣城市,341800,0563,34,18,00
宣城市市辖区,341801,0563,34,18,01
宣州区,341802,0563,34,18,02
郎溪县,341821,0563,34,18,21
广德市,341882,0563,34,18,82
泾县,341823,0563,34,18,23
绩溪县,341824,0563,34,18,24
旌德县,341825,0563,34,18,25
宁国市,341881,0563,34,18,81
福建省,350000,,35,00,00
福州市,350100,0591,35,01,00
福州市市辖区,350101,0591,35,01,01
鼓楼区,350102,0591,35,01,02
台江区,350103,0591,35,01,03
仓山区,350104,0591,35,01,04
马尾区,350105,0591,35,01,05
晋安区,350111,0591,35,01,11
长乐区,350112,0591,35,01,12
闽侯县,350121,0591,35,01,21
连江县,350122,0591,35,01,22
罗源县,350123,0591,35,01,23
闽清县,350124,0591,35,01,24
永泰县,350125,0591,35,01,25
平潭县,350128,0591,35,01,28
福清市,350181,0591,35,01,81
厦门市,350200,0592,35,02,00
厦门市市辖区,350201,0592,35,02,01
思明区,350203,0592,35,02,03
海沧区,350205,0592,35,02,05
湖里区,350206,0592,35,02,06
集美区,350211,0592,35,02,11
同安区,350212,0592,35,02,12
翔安区,350213,0592,35,02,13
莆田市,350300,0594,35,03,00
莆田市市辖区,350301,0594,35,03,01
城厢区,350302,0594,35,03,02
涵江区,350303,0594,35,03,03
荔城区,350304,0594,35,03,04
秀屿区,350305,0594,35,03,05
仙游县,350322,0594,35,03,22
三明市,350400,0598,35,04,00
三明市市辖区,350401,0598,35,04,01
梅列区,350402,0598,35,04,02
三元区,350403,0598,35,04,03
明溪县,350421,0598,35,04,21
清流县,350423,0598,35,04,23
宁化县,350424,0598,35,04,24
大田县,350425,0598,35,04,25
尤溪县,350426,0598,35,04,26
沙县,350427,0598,35,04,27
将乐县,350428,0598,35,04,28
泰宁县,350429,0598,35,04,29
建宁县,350430,0598,35,04,30
永安市,350481,0598,35,04,81
泉州市,350500,0595,35,05,00
泉州市市辖区,350501,0595,35,05,01
鲤城区,350502,0595,35,05,02
丰泽区,350503,0595,35,05,03
洛江区,350504,0595,35,05,04
泉港区,350505,0595,35,05,05
惠安县,350521,0595,35,05,21
安溪县,350524,0595,35,05,24
永春县,350525,0595,35,05,25
德化县,350526,0595,35,05,26
金门县,350527,0595,35,05,27
石狮市,350581,0595,35,05,81
晋江市,350582,0595,35,05,82
南安市,350583,0595,35,05,83
漳州市,350600,0596,35,06,00
漳州市市辖区,350601,0596,35,06,01
芗城区,350602,0596,35,06,02
龙文区,350603,0596,35,06,03
云霄县,350622,0596,35,06,22
漳浦县,350623,0596,35,06,23
诏安县,350624,0596,35,06,24
长泰县,350625,0596,35,06,25
东山县,350626,0596,35,06,26
南靖县,350627,0596,35,06,27
平和县,350628,0596,35,06,28
华安县,350629,0596,35,06,29
龙海市,350681,0596,35,06,81
南平市,350700,0599,35,07,00
南平市市辖区,350701,0599,35,07,01
延平区,350702,0599,35,07,02
建阳区,350703,0599,35,07,03
顺昌县,350721,0599,35,07,21
浦城县,350722,0599,35,07,22
光泽县,350723,0599,35,07,23
松溪县,350724,0599,35,07,24
政和县,350725,0599,35,07,25
邵武市,350781,0599,35,07,81
武夷山市,350782,0599,35,07,82
建瓯市,350783,0599,35,07,83
龙岩市,350800,0597,35,08,00
龙岩市市辖区,350801,0597,35,08,01
新罗区,350802,0597,35,08,02
永定区,350803,0597,35,08,03
长汀县,350821,0597,35,08,21
上杭县,350823,0597,35,08,23
武平县,350824,0597,35,08,24
连城县,350825,0597,35,08,25
漳平市,350881,0597,35,08,81
宁德市,350900,0593,35,09,00
宁德市市辖区,350901,0593,35,09,01
蕉城区,350902,0593,35,09,02
霞浦县,350921,0593,35,09,21
古田县,350922,0593,35,09,22
屏南县,350923,0593,35,09,23
寿宁县,350924,0593,35,09,24
周宁县,350925,0593,35,09,25
柘荣县,350926,0593,35,09,26
福安市,350981,0593,35,09,81
福鼎市,350982,0593,35,09,82
江西省,360000,,36,00,00
南昌市,360100,0791,36,01,00
南昌市市辖区,360101,0791,36,01,01
东湖区,360102,0791,36,01,02
西湖区,360103,0791,36,01,03
青云谱区,360104,0791,36,01,04
青山湖区,360111,0791,36,01,11
红谷滩区,360113,0791,36,01,13
新建区,360112,0791,36,01,12
南昌县,360121,0791,36,01,21
安义县,360123,0791,36,01,23
进贤县,360124,0791,36,01,24
景德镇市,360200,0798,36,02,00
景德镇市市辖区,360201,0798,36,02,01
昌江区,360202,0798,36,02,02
珠山区,360203,0798,36,02,03
浮梁县,360222,0798,36,02,22
乐平市,360281,0798,36,02,81
萍乡市,360300,0799,36,03,00
萍乡市市辖区,360301,0799,36,03,01
安源区,360302,0799,36,03,02
湘东区,360313,0799,36,03,13
莲花县,360321,0799,36,03,21
上栗县,360322,0799,36,03,22
芦溪县,360323,0799,36,03,23
九江市,360400,0792,36,04,00
九江市市辖区,360401,0792,36,04,01
濂溪区,360402,0792,36,04,02
浔阳区,360403,0792,36,04,03
柴桑区,360404,0792,36,04,04
武宁县,360423,0792,36,04,23
修水县,360424,0792,36,04,24
永修县,360425,0792,36,04,25
德安县,360426,0792,36,04,26
都昌县,360428,0792,36,04,28
湖口县,360429,0792,36,04,29
彭泽县,360430,0792,36,04,30
瑞昌市,360481,0792,36,04,81
共青城市,360482,0792,36,04,82
庐山市,360483,0792,36,04,83
新余市,360500,0790,36,05,00
新余市市辖区,360501,0790,36,05,01
渝水区,360502,0790,36,05,02
分宜县,360521,0790,36,05,21
鹰潭市,360600,0701,36,06,00
鹰潭市市辖区,360601,0701,36,06,01
月湖区,360602,0701,36,06,02
余江区,360603,0701,36,06,03
贵溪市,360681,0701,36,06,81
赣州市,360700,0797,36,07,00
赣州市市辖区,360701,0797,36,07,01
章贡区,360702,0797,36,07,02
南康区,360703,0797,36,07,03
赣县区,360704,0797,36,07,04
信丰县,360722,0797,36,07,22
大余县,360723,0797,36,07,23
上犹县,360724,0797,36,07,24
崇义县,360725,0797,36,07,25
安远县,360726,0797,36,07,26
龙南市,360783,0797,36,07,83
定南县,360728,0797,36,07,28
全南县,360729,0797,36,07,29
宁都县,360730,0797,36,07,30
于都县,360731,0797,36,07,31
兴国县,360732,0797,36,07,32
会昌县,360733,0797,36,07,33
寻乌县,360734,0797,36,07,34
石城县,360735,0797,36,07,35
瑞金市,360781,0797,36,07,81
吉安市,360800,0796,36,08,00
吉安市市辖区,360801,0796,36,08,01
吉州区,360802,0796,36,08,02
青原区,360803,0796,36,08,03
吉安县,360821,0796,36,08,21
吉水县,360822,0796,36,08,22
峡江县,360823,0796,36,08,23
新干县,360824,0796,36,08,24
永丰县,360825,0796,36,08,25
泰和县,360826,0796,36,08,26
遂川县,360827,0796,36,08,27
万安县,360828,0796,36,08,28
安福县,360829,0796,36,08,29
永新县,360830,0796,36,08,30
井冈山市,360881,0796,36,08,81
宜春市,360900,0795,36,09,00
宜春市市辖区,360901,0795,36,09,01
袁州区,360902,0795,36,09,02
奉新县,360921,0795,36,09,21
万载县,360922,0795,36,09,22
上高县,360923,0795,36,09,23
宜丰县,360924,0795,36,09,24
靖安县,360925,0795,36,09,25
铜鼓县,360926,0795,36,09,26
丰城市,360981,0795,36,09,81
樟树市,360982,0795,36,09,82
高安市,360983,0795,36,09,83
抚州市,361000,0794,36,10,00
抚州市市辖区,361001,0794,36,10,01
临川区,361002,0794,36,10,02
东乡区,361003,0794,36,10,03
南城县,361021,0794,36,10,21
黎川县,361022,0794,36,10,22
南丰县,361023,0794,36,10,23
崇仁县,361024,0794,36,10,24
乐安县,361025,0794,36,10,25
宜黄县,361026,0794,36,10,26
金溪县,361027,0794,36,10,27
资溪县,361028,0794,36,10,28
广昌县,361030,0794,36,10,30
上饶市,361100,0793,36,11,00
上饶市市辖区,361101,0793,36,11,01
信州区,361102,0793,36,11,02
广丰区,361103,0793,36,11,03
广信区,361104,0793,36,11,04
玉山县,361123,0793,36,11,23
铅山县,361124,0793,36,11,24
横峰县,361125,0793,36,11,25
弋阳县,361126,0793,36,11,26
余干县,361127,0793,36,11,27
鄱阳县,361128,0793,36,11,28
万年县,361129,0793,36,11,29
婺源县,361130,0793,36,11,30
德兴市,361181,0793,36,11,81
山东省,370000,,37,00,00
济南市,370100,0531,37,01,00
济南市市辖区,370101,0531,37,01,01
历下区,370102,0531,37,01,02
市中区,370103,0531,37,01,03
槐荫区,370104,0531,37,01,04
天桥区,370105,0531,37,01,05
历城区,370112,0531,37,01,12
长清区,370113,0531,37,01,13
章丘区,370114,0531,37,01,14
平阴县,370124,0531,37,01,24
济阳区,370115,0531,37,01,15
商河县,370126,0531,37,01,26
青岛市,370200,0532,37,02,00
青岛市市辖区,370201,0532,37,02,01
市南区,370202,0532,37,02,02
市北区,370203,0532,37,02,03
黄岛区,370211,0532,37,02,11
崂山区,370212,0532,37,02,12
李沧区,370213,0532,37,02,13
城阳区,370214,0532,37,02,14
即墨区,370215,0532,37,02,15
胶州市,370281,0532,37,02,81
平度市,370283,0532,37,02,83
莱西市,370285,0532,37,02,85
淄博市,370300,0533,37,03,00
淄博市市辖区,370301,0533,37,03,01
淄川区,370302,0533,37,03,02
张店区,370303,0533,37,03,03
博山区,370304,0533,37,03,04
临淄区,370305,0533,37,03,05
周村区,370306,0533,37,03,06
桓台县,370321,0533,37,03,21
高青县,370322,0533,37,03,22
沂源县,370323,0533,37,03,23
枣庄市,370400,0632,37,04,00
枣庄市市辖区,370401,0632,37,04,01
市中区,370402,0632,37,04,02
薛城区,370403,0632,37,04,03
峄城区,370404,0632,37,04,04
台儿庄区,370405,0632,37,04,05
山亭区,370406,0632,37,04,06
滕州市,370481,0632,37,04,81
东营市,370500,0546,37,05,00
东营市市辖区,370501,0546,37,05,01
东营区,370502,0546,37,05,02
河口区,370503,0546,37,05,03
垦利区,370505,0546,37,05,05
利津县,370522,0546,37,05,22
广饶县,370523,0546,37,05,23
烟台市,370600,0535,37,06,00
烟台市市辖区,370601,0535,37,06,01
芝罘区,370602,0535,37,06,02
福山区,370611,0535,37,06,11
牟平区,370612,0535,37,06,12
莱山区,370613,0535,37,06,13
蓬莱区,370614,0535,37,06,14
龙口市,370681,0535,37,06,81
莱阳市,370682,0535,37,06,82
莱州市,370683,0535,37,06,83
招远市,370685,0535,37,06,85
栖霞市,370686,0535,37,06,86
海阳市,370687,0535,37,06,87
潍坊市,370700,0536,37,07,00
潍坊市市辖区,370701,0536,37,07,01
潍城区,370702,0536,37,07,02
寒亭区,370703,0536,37,07,03
坊子区,370704,0536,37,07,04
奎文区,370705,0536,37,07,05
临朐县,370724,0536,37,07,24
昌乐县,370725,0536,37,07,25
青州市,370781,0536,37,07,81
诸城市,370782,0536,37,07,82
寿光市,370783,0536,37,07,83
安丘市,370784,0536,37,07,84
高密市,370785,0536,37,07,85
昌邑市,370786,0536,37,07,86
济宁市,370800,0537,37,08,00
济宁市市辖区,370801,0537,37,08,01
任城区,370811,0537,37,08,11
兖州区,370812,0537,37,08,12
微山县,370826,0537,37,08,26
鱼台县,370827,0537,37,08,27
金乡县,370828,0537,37,08,28
嘉祥县,370829,0537,37,08,29
汶上县,370830,0537,37,08,30
泗水县,370831,0537,37,08,31
梁山县,370832,0537,37,08,32
曲阜市,370881,0537,37,08,81
邹城市,370883,0537,37,08,83
泰安市,370900,0538,37,09,00
泰安市市辖区,370901,0538,37,09,01
泰山区,370902,0538,37,09,02
岱岳区,370911,0538,37,09,11
宁阳县,370921,0538,37,09,21
东平县,370923,0538,37,09,23
新泰市,370982,0538,37,09,82
肥城市,370983,0538,37,09,83
威海市,371000,0631,37,10,00
威海市市辖区,371001,0631,37,10,01
环翠区,371002,0631,37,10,02
文登区,371003,0631,37,10,03
荣成市,371082,0631,37,10,82
乳山市,371083,0631,37,10,83
日照市,371100,0633,37,11,00
日照市市辖区,371101,0633,37,11,01
东港区,371102,0633,37,11,02
岚山区,371103,0633,37,11,03
五莲县,371121,0633,37,11,21
莒县,371122,0633,37,11,22
莱芜区,370116,0531,37,01,16
钢城区,370117,0531,37,01,17
临沂市,371300,0539,37,13,00
临沂市市辖区,371301,0539,37,13,01
兰山区,371302,0539,37,13,02
罗庄区,371311,0539,37,13,11
河东区,371312,0539,37,13,12
沂南县,371321,0539,37,13,21
郯城县,371322,0539,37,13,22
沂水县,371323,0539,37,13,23
兰陵县,371324,0539,37,13,24
费县,371325,0539,37,13,25
平邑县,371326,0539,37,13,26
莒南县,371327,0539,37,13,27
蒙阴县,371328,0539,37,13,28
临沭县,371329,0539,37,13,29
